scholarship_id,new_source_url,funder,scholarship_name_th,scholarship_name_en,award_value_tier,verification_status,funder_type,level,current_source_url,current_application_url
TD-1102,,Marshall Scholarship,,Marshall Scholarship 2027,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/marshall-scholarship-2027,https://www.scholarshiptab.com/scholarships/marshall-scholarship-2027
TD-1153,,Harvard Radcliffe Institute,,Harvard Radcliffe Institute Fellowship in USA 2027-2028,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/harvard-radcliffe-institute-fellowship-in-usa-2027-2028,https://www.scholarshiptab.com/scholarships/harvard-radcliffe-institute-fellowship-in-usa-2027-2028
TD-1154,,University of the Sunshine Coast,,UniSC Australian Aboriginal and Torres Strait Islander Higher Degree by Research Scholarship 2026,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/unisc-australian-aboriginal-and-torres-strait-islander-higher-degree-by-research-scholarship-2026,https://www.scholarshiptab.com/scholarships/unisc-australian-aboriginal-and-torres-strait-islander-higher-degree-by-research-scholarship-2026
TD-1155,,Charles Sturt University,,Charles Sturt University AGRTP Full-Time Scholarship 2027,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/charles-sturt-university-agrtp-full-time-scholarship-2027,https://www.scholarshiptab.com/scholarships/charles-sturt-university-agrtp-full-time-scholarship-2027
TD-1169,,Fulbright Foreign Program,,Fulbright Global Scholar Award 2027,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/fulbright-global-scholar-award-2026,https://www.scholarshiptab.com/scholarships/fulbright-global-scholar-award-2026
TD-1195,,Monash University,,Monash University Research Training Program (RTP) Stipend 2026,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/monash-university-research-training-program-rtp-stipend-2026,https://www.scholarshiptab.com/scholarships/monash-university-research-training-program-rtp-stipend-2026
TD-1215,,US Government,,Fulbright South African Research Scholar Program 2027-2028,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/fulbright-south-african-research-scholar-program-2027-2028,https://www.scholarshiptab.com/scholarships/fulbright-south-african-research-scholar-program-2027-2028
TD-1229,,University of Melbourne,,University of Melbourne Human Rights Scholarship in Australia 2027,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/university-of-melbourne-human-rights-scholarship-2027,https://www.scholarshiptab.com/scholarships/university-of-melbourne-human-rights-scholarship-2027
TD-1232,,Florida State University (FSU),,FSU Humanities Center Undergraduate Fellows 2026-2027,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/fsu-humanities-center-undergraduate-fellows-2026-2027,https://www.scholarshiptab.com/scholarships/fsu-humanities-center-undergraduate-fellows-2026-2027
TD-1256,,Monash University,,Monash University Sir James McNeill Postgraduate Research Scholarship 2026,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/monash-university-sir-james-mcneill-postgraduate-research-scholarship-2026,https://www.scholarshiptab.com/scholarships/monash-university-sir-james-mcneill-postgraduate-research-scholarship-2026
TD-1460,,Central Queensland University (CQUniversity),,2026 CQUniversity Research Training Program (RTP) Stipend Scholarship (Research),stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/2026-cquniversity-research-training-program-rtp-stipend-scholarship-research,https://www.scholarshiptab.com/scholarships/2026-cquniversity-research-training-program-rtp-stipend-scholarship-research
TD-1464,,Monash University,,Monash University 2026 Graduate Scholarship,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/monash-university-2026-graduate-scholarship,https://www.scholarshiptab.com/scholarships/monash-university-2026-graduate-scholarship
TD-1471,,Monash University,,2026 Monash University Maxwell King PhD Scholarship,stipend_only,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/2026-monash-university-maxwell-king-phd-scholarship,https://www.scholarshiptab.com/scholarships/2026-monash-university-maxwell-king-phd-scholarship
TD-0525,,La Trobe University,ทุนเรียนต่อป.ตรี/โท 'La Trobe University' ออสเตรเลีย,La Trobe University Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.dek-d.com/article/68880,https://www.dek-d.com/article/68880
TD-0526,,Taipei Medical University,ทุนป.โท/เอก ที่ ‘Taipei Medical University’ ไต้หวัน,Taipei Medical University Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Multiple,https://www.dek-d.com/article/68877,https://www.dek-d.com/article/68877
TD-0527,,Taylor,ทุนเรียนต่อ ‘Taylor’s University’ ม.เอกชนอันดับ 1 ของมาเลเซีย,Taylor Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Multiple,https://www.dek-d.com/article/68876,https://www.dek-d.com/article/68876
TD-0528,,University of Toronto,ทุนเต็มจำนวน ป.ตรี Lester B. Pearson 2027 จาก ‘University of Toronto’ แคนาดา,University of Toronto Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.dek-d.com/article/68847,https://www.dek-d.com/article/68847
TD-0529,,Deakin University,ทุนเต็มจำนวนป.ตรี/โท ‘Deakin University’ ออสเตรเลีย,Deakin University Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.dek-d.com/article/68821,https://www.dek-d.com/article/68821
TD-0530,,MBA,ทุนเรียนต่อ ‘MBA’ ที่ University of Kent ประเทศอังกฤษ,MBA Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Multiple,https://www.dek-d.com/article/68811,https://www.dek-d.com/article/68811
TD-0531,,NTUST,ทุนป.โท/เอก ‘NTUST’ ไต้หวัน (Spring 2027),NTUST Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Multiple,https://www.dek-d.com/article/68804,https://www.dek-d.com/article/68804
TD-0532,,POSTECH,ทุนป.โท/เอก ‘POSTECH’ เกาหลีใต้ เทอม Spring 2027,POSTECH Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Multiple,https://www.dek-d.com/article/68794,https://www.dek-d.com/article/68794
TD-0533,,University of Waikato,ทุนเรียนต่อป.ตรี/โท ‘University of Waikato’ นิวซีแลนด์,University of Waikato Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.dek-d.com/article/68778,https://www.dek-d.com/article/68778
TD-0534,,NCKU,ทุนเรียนต่อที่ ‘NCKU’ ไต้หวัน ระดับป.ตรี/โท/เอก (รอบ Spring 2027),NCKU Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Multiple,https://www.dek-d.com/article/68771,https://www.dek-d.com/article/68771
TD-0536,,Research Grants in Germany,ทุนทำวิจัยที่เยอรมนี ‘Research Grants in Germany’ สำหรับ PhD & Postdoc,Research Grants in Germany Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.dek-d.com/article/68752,https://www.dek-d.com/article/68752
TD-0538,,Tokyo International University (TIU),ทุนเรียนฟรี ป.ตรี อินเตอร์ที่ญี่ปุ่น จาก ‘Tokyo International University (TIU)’ เทอม Spring 2027,Tokyo International University (TIU) Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.dek-d.com/article/68711,https://www.dek-d.com/article/68711
TD-0540,,University of Leicester,ทุนเรียนต่อป.ตรี/โท ที่ ‘University of Leicester’ ประเทศอังกฤษ,University of Leicester Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.dek-d.com/article/68700,https://www.dek-d.com/article/68700
TD-0544,,LL.M.,‘ทุนพัชรกิติยาภาเพื่อศึกษาวิชากฎหมาย’ เรียนต่อ ป.โท (LL.M.) ที่ Cornell Law School,LL.M. Scholarship,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.dek-d.com/article/68662,https://www.dek-d.com/article/68662
TD-0684,,Flinders University,,Flinders University Supporting Desistance from Crime in the Community Project Honours Bursary 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/flinders-university-supporting-desistance-from-crime-in-the-community-project-honours-bursary-2026,https://www.scholarshiptab.com/scholarships/flinders-university-supporting-desistance-from-crime-in-the-community-project-honours-bursary-2026
TD-0685,,Macquarie University,,Macquarie University Discovering Exoplanets with Machine Learning PhD Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/macquarie-university-discovering-exoplanets-with-machine-learning-phd-scholarship-2027,https://www.scholarshiptab.com/scholarships/macquarie-university-discovering-exoplanets-with-machine-learning-phd-scholarship-2027
TD-0687,,Macquarie University,,Macquarie University Deciphering Conversational Self-repair 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/macquarie-university-deciphering-conversational-self-repair-2026,https://www.scholarshiptab.com/scholarships/macquarie-university-deciphering-conversational-self-repair-2026
TD-0691,,African Union,,Call for Applications: Enterprise Africa Network (EAN) Fellowship Programme Cohort 2 (2026/27),,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/call-for-applications-enterprise-africa-network-ean-fellowship-programme-cohort-2-2026-27,https://www.scholarshiptab.com/scholarships/call-for-applications-enterprise-africa-network-ean-fellowship-programme-cohort-2-2026-27
TD-0694,,Flinders University,,Flinders University The Critic Counts: Creative Practice PhD Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/flinders-university-the-critic-counts-creative-practice-phd-scholarship-2026,https://www.scholarshiptab.com/scholarships/flinders-university-the-critic-counts-creative-practice-phd-scholarship-2026
TD-0695,,One Young World,,One Young World Brand South Africa Play Your Part Bursary 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/one-young-world-brand-south-africa-play-your-part-bursary-2026,https://www.scholarshiptab.com/scholarships/one-young-world-brand-south-africa-play-your-part-bursary-2026
TD-0696,,Guggenheim Foundation,,Guggenheim Fellowship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/guggenheim-fellowship-2027,https://www.scholarshiptab.com/scholarships/guggenheim-fellowship-2027
TD-0698,,Government of Kenya,,Presidential Digital Talent Programme 2026 - Cohort XI,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/presidential-digital-talent-programme-2026-cohort-xi,https://www.scholarshiptab.com/scholarships/presidential-digital-talent-programme-2026-cohort-xi
TD-0707,,La Trobe University,,La Trobe Humanitarian Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/la-trobe-humanitarian-scholarship-2027,https://www.scholarshiptab.com/scholarships/la-trobe-humanitarian-scholarship-2027
TD-0708,,La Trobe University,,La Trobe Vice Chancellor Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/la-trobe-vice-chancellor-scholarship-2027,https://www.scholarshiptab.com/scholarships/la-trobe-vice-chancellor-scholarship-2027
TD-0709,,European Union (EU),,Intra Africa Academic Mobility Scheme Scholarship (PERI-ACE) 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/intra-africa-academic-mobility-scheme-scholarship-peri-ace-2027,https://www.scholarshiptab.com/scholarships/intra-africa-academic-mobility-scheme-scholarship-peri-ace-2027
TD-0711,,ENI,,ENI Master Minds Scholarships for Master's 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/eni-master-minds-scholarships-for-master-s-2027,https://www.scholarshiptab.com/scholarships/eni-master-minds-scholarships-for-master-s-2027
TD-0713,,World Bank,,WBG Young Professionals Program 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/wbg-young-professionals-program-2027,https://www.scholarshiptab.com/scholarships/wbg-young-professionals-program-2027
TD-0723,,University of Toronto,,University of Toronto National Scholarship Program 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/university-of-toronto-national-scholarship-program-2027,https://www.scholarshiptab.com/scholarships/university-of-toronto-national-scholarship-program-2027
TD-0725,,University of Southern Queensland,,UniSQ Incarcerated Student Learning Resource Scheme 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/unisq-incarcerated-student-learning-resource-scheme-2026,https://www.scholarshiptab.com/scholarships/unisq-incarcerated-student-learning-resource-scheme-2026
TD-0726,,Boustany Foundation,,Boustany Cambridge University MBA Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/boustany-cambridge-university-mba-scholarship-2027,https://www.scholarshiptab.com/scholarships/boustany-cambridge-university-mba-scholarship-2027
TD-0727,,University of Southern Queensland,,UniSQ International Student Support Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/unisq-international-student-support-scholarship-2027,https://www.scholarshiptab.com/scholarships/unisq-international-student-support-scholarship-2027
TD-0728,,Boustany Foundation,,Boustany Harvard University MBA Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/boustany-harvard-university-mba-scholarship-2027,https://www.scholarshiptab.com/scholarships/boustany-harvard-university-mba-scholarship-2027
TD-0729,,Khalifa University,,Khalifa University Graduate Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/khalifa-university-graduate-scholarship-2027,https://www.scholarshiptab.com/scholarships/khalifa-university-graduate-scholarship-2027
TD-0730,,ARES,,ARES Scholarships 2027-2028 in Belgium,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/ares-scholarships-2027-2028-in-belgium,https://www.scholarshiptab.com/scholarships/ares-scholarships-2027-2028-in-belgium
TD-0735,,Australian Catholic University (ACU),,ACU Stipend Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/acu-stipend-scholarship-2027,https://www.scholarshiptab.com/scholarships/acu-stipend-scholarship-2027
TD-0736,,University of Southern Queensland,,UniSQ Vice-Chancellor's Excellence Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/unisq-vice-chancellor-s-excellence-scholarship-2027,https://www.scholarshiptab.com/scholarships/unisq-vice-chancellor-s-excellence-scholarship-2027
TD-0744,,Institut français,,Institut français x Cité internationale des arts Residency Program 2027-2028,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/institut-franais-x-cit-internationale-des-arts-residency-program-2027-2028,https://www.scholarshiptab.com/scholarships/institut-franais-x-cit-internationale-des-arts-residency-program-2027-2028
TD-0746,,University of Nottingham,,Wolfson Postgraduate Scholarships in the Humanities at University of Nottingham 2027/28,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/wolfson-postgraduate-scholarships-in-the-humanities-at-university-of-nottingham-2027-28,https://www.scholarshiptab.com/scholarships/wolfson-postgraduate-scholarships-in-the-humanities-at-university-of-nottingham-2027-28
TD-0747,,Schlumberger Foundation,,Schlumberger Foundation Faculty for the Future Fellowships 2027-2028 for Post-doctoral research in STEM,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/schlumberger-foundation-faculty-for-the-future-fellowships-2027-2028-for-post-doctoral-research-in-stem,https://www.scholarshiptab.com/scholarships/schlumberger-foundation-faculty-for-the-future-fellowships-2027-2028-for-post-doctoral-research-in-stem
TD-0749,,National Yang Ming Chiao Tung University (NYCU),,NYCU International Students Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/nycu-international-students-scholarship-2027,https://www.scholarshiptab.com/scholarships/nycu-international-students-scholarship-2027
TD-0756,,University of Southern Queensland,,UniSQ International Stipend and Fee Research Scholarship (DPHD) 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/unisq-international-stipend-and-fee-research-scholarship-dphd-2027,https://www.scholarshiptab.com/scholarships/unisq-international-stipend-and-fee-research-scholarship-dphd-2027
TD-0761,,University Of Alabama,,University of Alabama Out-of-State & International Freshman Scholarships 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/university-of-alabama-out-of-state-international-freshman-scholarships-2027,https://www.scholarshiptab.com/scholarships/university-of-alabama-out-of-state-international-freshman-scholarships-2027
TD-0763,,World Bank,,World Bank GovTech AI Bootcamp for Governance and Public Administration 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/world-bank-govtech-ai-bootcamp-for-governance-and-public-administration-2026,https://www.scholarshiptab.com/scholarships/world-bank-govtech-ai-bootcamp-for-governance-and-public-administration-2026
TD-0770,,The University of Queensland,,UQ Vice-Chancellor's Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/uq-vice-chancellor-s-scholarship-2027,https://www.scholarshiptab.com/scholarships/uq-vice-chancellor-s-scholarship-2027
TD-0772,,University of Western Australia (UWA),,UWA C And P Strano Memorial Scholarship In Italian Language 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/uwa-c-and-p-strano-memorial-scholarship-in-italian-language-2026,https://www.scholarshiptab.com/scholarships/uwa-c-and-p-strano-memorial-scholarship-in-italian-language-2026
TD-0773,,Endeavour,,Endeavour Women in Tech Scholarships 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/endeavour-women-in-tech-scholarships-2026,https://www.scholarshiptab.com/scholarships/endeavour-women-in-tech-scholarships-2026
TD-0775,,University of Miami,,University of Miami Stamps Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/university-of-miami-stamps-scholarship-2027,https://www.scholarshiptab.com/scholarships/university-of-miami-stamps-scholarship-2027
TD-0780,,University of Technology Sydney (UTS),,Bruce and Carol Kendall Undergraduate Memorial Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/bruce-and-carol-kendall-undergraduate-memorial-scholarship-2026,https://www.scholarshiptab.com/scholarships/bruce-and-carol-kendall-undergraduate-memorial-scholarship-2026
TD-0781,,University of East Anglia,,University of East Anglia Cowrie Foundation Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/university-of-east-anglia-cowrie-foundation-scholarship-2027,https://www.scholarshiptab.com/scholarships/university-of-east-anglia-cowrie-foundation-scholarship-2027
TD-0782,,University of Technology Sydney (UTS),,UTS Lawrence Vidoni Memorial Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/uts-lawrence-vidoni-memorial-scholarship-2026,https://www.scholarshiptab.com/scholarships/uts-lawrence-vidoni-memorial-scholarship-2026
TD-0783,,University of East Anglia,,UEA MBAdvantage Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/uea-mbadvantage-scholarship-2026,https://www.scholarshiptab.com/scholarships/uea-mbadvantage-scholarship-2026
TD-0784,,University of Sussex,,Sussex Bangladesh Scholarship (Masters) (2026),,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/sussex-bangladesh-scholarship-masters-2026,https://www.scholarshiptab.com/scholarships/sussex-bangladesh-scholarship-masters-2026
TD-0785,,University of Sussex,,Sussex Pakistan Scholarship (Masters) (2026),,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/sussex-pakistan-scholarship-masters-2026,https://www.scholarshiptab.com/scholarships/sussex-pakistan-scholarship-masters-2026
TD-0786,,Commonwealth,,Commonwealth Startup Fellowships 2026/2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/commonwealth-startup-fellowships-2026-2027,https://www.scholarshiptab.com/scholarships/commonwealth-startup-fellowships-2026-2027
TD-0790,,Dresden Leibniz Graduate School (DLGS),,Dresden Leibniz Graduate School (DLGS) Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/dresden-leibniz-graduate-school-dlgs-scholarship-2027,https://www.scholarshiptab.com/scholarships/dresden-leibniz-graduate-school-dlgs-scholarship-2027
TD-0791,,South African Institute of International Affairs (SAIIA),,KAS-SAIIA Scholarships 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/kas-saiia-scholarships-2027,https://www.scholarshiptab.com/scholarships/kas-saiia-scholarships-2027
TD-0792,,Economic Community of West African States (ECOWAS),,ECOWAS Young Graduates Immersion Programme 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/ecowas-young-graduates-immersion-programme-2027,https://www.scholarshiptab.com/scholarships/ecowas-young-graduates-immersion-programme-2027
TD-0793,,The Bridge Scholarship,,The Bridge Scholarship Application -2026/2027 Academic Year,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/the-bridge-scholarship-application-2026-2027-academic-year,https://www.scholarshiptab.com/scholarships/the-bridge-scholarship-application-2026-2027-academic-year
TD-0797,,University of Canberra (UC),,The Snow Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/the-snow-scholarship-2027,https://www.scholarshiptab.com/scholarships/the-snow-scholarship-2027
TD-0800,,Miles Morland Foundation,,The Miles Morland Foundation Writing Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/the-miles-morland-foundation-writing-scholarship-2026,https://www.scholarshiptab.com/scholarships/the-miles-morland-foundation-writing-scholarship-2026
TD-0801,,University of Melbourne,,University of Melbourne Jim Perkins PhD Travelling Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/university-of-melbourne-jim-perkins-phd-travelling-scholarship-2027,https://www.scholarshiptab.com/scholarships/university-of-melbourne-jim-perkins-phd-travelling-scholarship-2027
TD-0803,,Coca-Cola Scholars Foundation,,The Coca-Cola Scholars Program Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),High school,https://www.scholarshiptab.com/scholarships/the-coca-cola-scholars-program-scholarship-2027,https://www.scholarshiptab.com/scholarships/the-coca-cola-scholars-program-scholarship-2027
TD-0806,,European Union (EU),,Africa-Europe Innovation Platform (AEIP) Scholars Programme 2026-2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/africa-europe-innovation-platform-aeip-scholars-programme-2026-2027,https://www.scholarshiptab.com/scholarships/africa-europe-innovation-platform-aeip-scholars-programme-2026-2027
TD-0807,,Université Catholique de Louvain (UCLouvain),,UCLouvain Opens 2027 Call for Incoming International Postdoctoral Fellowships,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/uclouvain-opens-2027-call-for-incoming-international-postdoctoral-fellowships,https://www.scholarshiptab.com/scholarships/uclouvain-opens-2027-call-for-incoming-international-postdoctoral-fellowships
TD-0808,,Google,,"Google for Startups Accelerator Middle East, North Africa and Turkey 2026",,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/google-for-startups-accelerator-middle-east-north-africa-and-turkey-2026,https://www.scholarshiptab.com/scholarships/google-for-startups-accelerator-middle-east-north-africa-and-turkey-2026
TD-0810,,MS International Federation (MSIF),,McDonald Fellowships 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/mcdonald-fellowships-2027,https://www.scholarshiptab.com/scholarships/mcdonald-fellowships-2027
TD-0811,,United Nations,,United Nations OHCHR Indigenous Fellowship Program 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/united-nations-ohchr-indigenous-fellowship-program-2027,https://www.scholarshiptab.com/scholarships/united-nations-ohchr-indigenous-fellowship-program-2027
TD-0812,,Chevening,,Chevening Oxford Centre for Islamic Studies Fellowship (OCIS) Fellowship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/chevening-oxford-centre-for-islamic-studies-fellowship-ocis-fellowship-2027,https://www.scholarshiptab.com/scholarships/chevening-oxford-centre-for-islamic-studies-fellowship-ocis-fellowship-2027
TD-0813,,African Economic Research Consortium (AERC),,AERC-World Bank Visiting Scholars Program 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/aerc-world-bank-visiting-scholars-program-2027,https://www.scholarshiptab.com/scholarships/aerc-world-bank-visiting-scholars-program-2027
TD-0814,,University of East Anglia,,UEA Vice Chancellor's Global Impact and Leadership Scholarship (January Start) 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/uea-vice-chancellor-s-global-impact-and-leadership-scholarship-january-start-2027,https://www.scholarshiptab.com/scholarships/uea-vice-chancellor-s-global-impact-and-leadership-scholarship-january-start-2027
TD-0815,,University of East Anglia,,UEA International Early Payment Awards (January and February Start) 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/uea-international-early-payment-awards-january-and-february-start-2027,https://www.scholarshiptab.com/scholarships/uea-international-early-payment-awards-january-and-february-start-2027
TD-0816,,Edith Cowan University (ECU),,ECU Future Nurses and Midwives Scholarship Fund 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/ecu-future-nurses-and-midwives-scholarship-fund-2026,https://www.scholarshiptab.com/scholarships/ecu-future-nurses-and-midwives-scholarship-fund-2026
TD-0820,,University of Technology Sydney (UTS),,UTS Longevity Exercise Physiology Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/uts-longevity-exercise-physiology-scholarship-2026,https://www.scholarshiptab.com/scholarships/uts-longevity-exercise-physiology-scholarship-2026
TD-0821,,University of Technology Sydney (UTS),,UTS Council Indigenous Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/uts-council-indigenous-scholarship-2026,https://www.scholarshiptab.com/scholarships/uts-council-indigenous-scholarship-2026
TD-0825,,University of Sussex,,Sussex Alumni Scholarship (2026),,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/sussex-alumni-scholarship-2026,https://www.scholarshiptab.com/scholarships/sussex-alumni-scholarship-2026
